Model,AIC_Value,ExactAge,AgeGroup,StudyID
EmoAvg,158.292039604578,22.76164383561644,Adults,71
Cong,122.406283413737,22.76164383561644,Adults,71
Cond,118.600072745042,22.76164383561644,Adults,71
CongBeta,117.347692039913,22.76164383561644,Adults,71
CondBeta,118.280499259098,22.76164383561644,Adults,71
Vanilla,135.391771297593,22.45205479452055,Adults,72
EmoQ,165.506484057719,22.45205479452055,Adults,72
EmoBias,157.808887191753,22.45205479452055,Adults,72
EmoHier,139.391771297649,22.45205479452055,Adults,72
EmoAvg,175.642501259234,22.45205479452055,Adults,72
Cong,124.162954960625,22.45205479452055,Adults,72
Cond,125.864753723286,22.45205479452055,Adults,72
CongBeta,126.233295316624,22.45205479452055,Adults,72
CondBeta,127.907181866765,22.45205479452055,Adults,72
Vanilla,252.483750181281,12.26027397260274,Children,73
EmoQ,253.532997001603,12.26027397260274,Children,73
EmoBias,254.682447903015,12.26027397260274,Children,73
EmoHier,256.042301060716,12.26027397260274,Children,73
EmoAvg,255.532986001584,12.26027397260274,Children,73
Cong,257.532985001581,12.26027397260274,Children,73
Cond,259.532985001581,12.26027397260274,Children,73
CongBeta,255.586955699394,12.26027397260274,Children,73
CondBeta,257.552697779402,12.26027397260274,Children,73
Vanilla,200.289476881994,10.41917808219178,Children,74
EmoQ,181.754400431158,10.41917808219178,Children,74
EmoBias,199.116318077494,10.41917808219178,Children,74
EmoHier,199.951652616082,10.41917808219178,Children,74
EmoAvg,191.654993052835,10.41917808219178,Children,74
Cong,204.196669443564,10.41917808219178,Children,74
Cond,203.125782472575,10.41917808219178,Children,74
CongBeta,201.733316671086,10.41917808219178,Children,74
CondBeta,202.529182372884,10.41917808219178,Children,74
Vanilla,248.485615707228,11.58904109589041,Children,75
EmoQ,247.955983804795,11.58904109589041,Children,75
EmoBias,249.973503486093,11.58904109589041,Children,75
EmoHier,252.485615706931,11.58904109589041,Children,75
EmoAvg,251.221890319224,11.58904109589041,Children,75
Cong,249.149088586827,11.58904109589041,Children,75
Cond,252.829977270724,11.58904109589041,Children,75
CongBeta,249.148149249421,11.58904109589041,Children,75
CondBeta,250.497529058559,11.58904109589041,Children,75
Vanilla,155.168932073221,22.589041095890412,Adults,76
EmoQ,190.119752353443,22.589041095890412,Adults,76
EmoBias,154.942060981388,22.589041095890412,Adults,76
EmoHier,154.747503656709,22.589041095890412,Adults,76
EmoAvg,180.174565272093,22.589041095890412,Adults,76
Cong,146.021639154072,22.589041095890412,Adults,76
Cond,141.321992146996,22.589041095890412,Adults,76
CongBeta,149.977183895971,22.589041095890412,Adults,76
CondBeta,141.915149166523,22.589041095890412,Adults,76
Vanilla,80.738617817028,22.802739726027397,Adults,77
EmoQ,127.765837628944,22.802739726027397,Adults,77
EmoBias,84.8497134344494,22.802739726027397,Adults,77
EmoHier,108.242760288835,22.802739726027397,Adults,77
EmoAvg,132.731270746096,22.802739726027397,Adults,77
Cong,75.7607467376756,22.802739726027397,Adults,77
Cond,76.6533488710943,22.802739726027397,Adults,77
CongBeta,67.768975545148,22.802739726027397,Adults,77
CondBeta,68.1253568551534,22.802739726027397,Adults,77
Vanilla,207.055753962629,15.73972602739726,Adolescents,78
EmoQ,215.225219794675,15.73972602739726,Adolescents,78
EmoBias,213.164886643998,15.73972602739726,Adolescents,78
EmoHier,205.401108311632,15.73972602739726,Adolescents,78
EmoAvg,218.915648335312,15.73972602739726,Adolescents,78
Cong,209.131138266133,15.73972602739726,Adolescents,78
Cond,199.332312085864,15.73972602739726,Adolescents,78
CongBeta,208.421976386027,15.73972602739726,Adolescents,78
CondBeta,199.82223209795,15.73972602739726,Adolescents,78
Vanilla,253.532985001581,13.87945205479452,Adolescents,79
EmoQ,253.355148649846,13.87945205479452,Adolescents,79
EmoBias,255.342019775542,13.87945205479452,Adolescents,79
EmoHier,257.532980001582,13.87945205479452,Adolescents,79
EmoAvg,255.355148649846,13.87945205479452,Adolescents,79
Cong,254.101504492034,13.87945205479452,Adolescents,79
Cond,259.532985001581,13.87945205479452,Adolescents,79
CongBeta,254.10101221168,13.87945205479452,Adolescents,79
CondBeta,256.101012235063,13.87945205479452,Adolescents,79
Vanilla,234.20790992933,22.027397260273972,Adults,80
EmoQ,232.678411954165,22.027397260273972,Adults,80
EmoBias,236.207909930348,22.027397260273972,Adults,80
EmoHier,238.207910020246,22.027397260273972,Adults,80
EmoAvg,237.954265510087,22.027397260273972,Adults,80
Cong,235.445371484982,22.027397260273972,Adults,80
Cond,234.482921493908,22.027397260273972,Adults,80
CongBeta,237.306892081457,22.027397260273972,Adults,80
CondBeta,237.145913236742,22.027397260273972,Adults,80
Vanilla,124.118138359299,22.775342465753425,Adults,81
EmoQ,204.542460472423,22.775342465753425,Adults,81
EmoBias,151.283087452365,22.775342465753425,Adults,81
EmoHier,123.403611586003,22.775342465753425,Adults,81
EmoAvg,156.044918347262,22.775342465753425,Adults,81
Cong,123.402572699953,22.775342465753425,Adults,81
Cond,115.625895859817,22.775342465753425,Adults,81
CongBeta,124.940579278388,22.775342465753425,Adults,81
CondBeta,115.47220162084,22.775342465753425,Adults,81
Vanilla,248.532123936902,15.413698630136986,Adolescents,82
EmoQ,240.325987058989,15.413698630136986,Adolescents,82
EmoBias,242.351404793943,15.413698630136986,Adolescents,82
EmoHier,240.175181126485,15.413698630136986,Adolescents,82
EmoAvg,239.33005008065,15.413698630136986,Adolescents,82
Cong,247.936454916261,15.413698630136986,Adolescents,82
Cond,249.01492726315,15.413698630136986,Adolescents,82
CongBeta,247.174450473265,15.413698630136986,Adolescents,82
CondBeta,247.263551669924,15.413698630136986,Adolescents,82
Vanilla,180.710880542369,16.794520547945204,Adolescents,83
EmoQ,187.764318665924,16.794520547945204,Adolescents,83
EmoBias,181.627765545127,16.794520547945204,Adolescents,83
EmoHier,184.710880613953,16.794520547945204,Adolescents,83
EmoAvg,185.075493071922,16.794520547945204,Adolescents,83
Cong,176.47175005471,16.794520547945204,Adolescents,83
Cond,177.093595577833,16.794520547945204,Adolescents,83
CongBeta,176.959220928522,16.794520547945204,Adolescents,83
CondBeta,177.939688438127,16.794520547945204,Adolescents,83
Vanilla,251.218441676209,15.123287671232877,Adolescents,84
EmoQ,212.61069852591,15.123287671232877,Adolescents,84
EmoBias,206.90009926462,15.123287671232877,Adolescents,84
EmoHier,210.491644805975,15.123287671232877,Adolescents,84
EmoAvg,211.737796045122,15.123287671232877,Adolescents,84
Cong,257.532985001581,15.123287671232877,Adolescents,84
Cond,255.592188123725,15.123287671232877,Adolescents,84
CongBeta,235.031089174812,15.123287671232877,Adolescents,84
CondBeta,234.374502936362,15.123287671232877,Adolescents,84
Vanilla,253.05634894556,17.068493150684933,Adolescents,85
EmoQ,252.715855114763,17.068493150684933,Adolescents,85
EmoBias,254.528643785856,17.068493150684933,Adolescents,85
EmoHier,254.109206377594,17.068493150684933,Adolescents,85
EmoAvg,251.793082191061,17.068493150684933,Adolescents,85
Cong,256.060654199594,17.068493150684933,Adolescents,85
Cond,258.060653731673,17.068493150684933,Adolescents,85
CongBeta,256.070301304655,17.068493150684933,Adolescents,85
CondBeta,258.169833847037,17.068493150684933,Adolescents,85
Vanilla,170.5737976782,15.75890410958904,Adolescents,86
EmoQ,181.318778597914,15.75890410958904,Adolescents,86
EmoBias,178.693383338623,15.75890410958904,Adolescents,86
EmoHier,170.932490368636,15.75890410958904,Adolescents,86
EmoAvg,184.93556395505,15.75890410958904,Adolescents,86
Cong,169.29457327249,15.75890410958904,Adolescents,86
Cond,169.149862408086,15.75890410958904,Adolescents,86
CongBeta,169.614129819942,15.75890410958904,Adolescents,86
CondBeta,171.594364661878,15.75890410958904,Adolescents,86
Vanilla,193.18200081732,15.756164383561645,Adolescents,87
EmoQ,206.288999962531,15.756164383561645,Adolescents,87
EmoBias,200.63291188744,15.756164383561645,Adolescents,87
EmoHier,201.423905382045,15.756164383561645,Adolescents,87
EmoAvg,209.821670205653,15.756164383561645,Adolescents,87
Cong,195.32145955403,15.756164383561645,Adolescents,87
Cond,192.681567897426,15.756164383561645,Adolescents,87
CongBeta,194.212457874359,15.756164383561645,Adolescents,87
CondBeta,196.159364956001,15.756164383561645,Adolescents,87
Vanilla,114.887636226255,16.695890410958903,Adolescents,88
EmoQ,170.329757884117,16.695890410958903,Adolescents,88
EmoBias,136.048756591632,16.695890410958903,Adolescents,88
EmoHier,118.887636447356,16.695890410958903,Adolescents,88
EmoAvg,162.856475712449,16.695890410958903,Adolescents,88
Cong,106.393465039164,16.695890410958903,Adolescents,88
Cond,107.283755989486,16.695890410958903,Adolescents,88
CongBeta,109.807490460848,16.695890410958903,Adolescents,88
CondBeta,110.140484263466,16.695890410958903,Adolescents,88
Vanilla,152.223347312684,16.654794520547945,Adolescents,89
EmoQ,171.419420908913,16.654794520547945,Adolescents,89
EmoBias,154.265109918335,16.654794520547945,Adolescents,89
EmoHier,156.246933601201,16.654794520547945,Adolescents,89
EmoAvg,154.347165635063,16.654794520547945,Adolescents,89
Cong,155.46943971737,16.654794520547945,Adolescents,89
Cond,156.757704860706,16.654794520547945,Adolescents,89
CongBeta,155.431095398423,16.654794520547945,Adolescents,89
CondBeta,156.90236365354,16.654794520547945,Adolescents,89
Vanilla,253.532985001581,11.575342465753424,Children,90
EmoQ,243.731893609662,11.575342465753424,Children,90
EmoBias,229.311262015972,11.575342465753424,Children,90
EmoHier,227.15322577323,11.575342465753424,Children,90
EmoAvg,240.697732159556,11.575342465753424,Children,90
Cong,215.548835816556,11.575342465753424,Children,90
Cond,201.29899658247,11.575342465753424,Children,90
CongBeta,222.227495612731,11.575342465753424,Children,90
CondBeta,198.610962800814,11.575342465753424,Children,90
Vanilla,238.446683559051,13.164383561643836,Adolescents,91
EmoQ,236.743145513266,13.164383561643836,Adolescents,91
EmoBias,237.905290867674,13.164383561643836,Adolescents,91
EmoHier,233.938993785552,13.164383561643836,Adolescents,91
EmoAvg,239.540026669099,13.164383561643836,Adolescents,91
Cong,235.752583134143,13.164383561643836,Adolescents,91
Cond,216.975686585378,13.164383561643836,Adolescents,91
CongBeta,233.59086302635,13.164383561643836,Adolescents,91
CondBeta,217.772572015946,13.164383561643836,Adolescents,91
Vanilla,129.597109817107,17.068493150684933,Adolescents,92
EmoQ,186.851000557318,17.068493150684933,Adolescents,92
EmoBias,169.663214218316,17.068493150684933,Adolescents,92
EmoHier,134.839496793789,17.068493150684933,Adolescents,92
EmoAvg,159.540983782993,17.068493150684933,Adolescents,92
Cong,125.611344832142,17.068493150684933,Adolescents,92
Cond,126.503613871941,17.068493150684933,Adolescents,92
CongBeta,127.183207543949,17.068493150684933,Adolescents,92
CondBeta,126.522543423912,17.068493150684933,Adolescents,92
Vanilla,65.257982407605,16.578082191780823,Adolescents,93
EmoQ,103.190237971104,16.578082191780823,Adolescents,93
EmoBias,63.3924824427139,16.578082191780823,Adolescents,93
EmoHier,65.8635889074093,16.578082191780823,Adolescents,93
EmoAvg,125.078703319317,16.578082191780823,Adolescents,93
Cong,68.9898980686522,16.578082191780823,Adolescents,93
Cond,61.5439406468971,16.578082191780823,Adolescents,93
CongBeta,68.7147779878291,16.578082191780823,Adolescents,93
CondBeta,69.3422230474652,16.578082191780823,Adolescents,93
Vanilla,46.974049642191,14.076712328767124,Adolescents,94
EmoQ,184.764541728462,14.076712328767124,Adolescents,94
EmoBias,45.1036310946918,14.076712328767124,Adolescents,94
EmoHier,71.0777243901725,14.076712328767124,Adolescents,94
EmoAvg,156.862286599164,14.076712328767124,Adolescents,94
Cong,48.3219820878194,14.076712328767124,Adolescents,94
Cond,49.2602040250796,14.076712328767124,Adolescents,94
CongBeta,45.5719641351779,14.076712328767124,Adolescents,94
CondBeta,47.5719641350466,14.076712328767124,Adolescents,94
Vanilla,221.428722216827,8.07945205479452,Children,95
EmoQ,221.420765763112,8.07945205479452,Children,95
EmoBias,217.419620812318,8.07945205479452,Children,95
EmoHier,213.032939726292,8.07945205479452,Children,95
EmoAvg,192.380806279554,8.07945205479452,Children,95
Cong,175.95593399423,8.07945205479452,Children,95
Cond,177.341205815794,8.07945205479452,Children,95
CongBeta,176.911588785263,8.07945205479452,Children,95
CondBeta,178.578814146483,8.07945205479452,Children,95
Vanilla,142.940850518768,20.48493150684931,Adults,96
EmoQ,173.011099306357,20.48493150684931,Adults,96
EmoBias,158.96911485922,20.48493150684931,Adults,96
EmoHier,143.445774167305,20.48493150684931,Adults,96
EmoAvg,170.171390795637,20.48493150684931,Adults,96
Cong,144.675219884753,20.48493150684931,Adults,96
Cond,146.516294309433,20.48493150684931,Adults,96
CongBeta,144.655266819007,20.48493150684931,Adults,96
CondBeta,146.373640173124,20.48493150684931,Adults,96
Vanilla,148.491691969993,11.484931506849316,Children,97
EmoQ,198.012269955334,11.484931506849316,Children,97
EmoBias,174.186387947048,11.484931506849316,Children,97
EmoHier,148.218091112574,11.484931506849316,Children,97
EmoAvg,195.854891090343,11.484931506849316,Children,97
Cong,150.698619630981,11.484931506849316,Children,97
Cond,152.698281229619,11.484931506849316,Children,97
CongBeta,150.680640835288,11.484931506849316,Children,97
CondBeta,152.680064646289,11.484931506849316,Children,97
Vanilla,253.532985001581,10.73972602739726,Children,98
EmoQ,251.928210224245,10.73972602739726,Children,98
EmoBias,252.869083071936,10.73972602739726,Children,98
EmoHier,255.928210231604,10.73972602739726,Children,98
EmoAvg,253.707169789612,10.73972602739726,Children,98
Cong,257.532985001581,10.73972602739726,Children,98
Cond,256.471212413901,10.73972602739726,Children,98
CongBeta,254.954041514879,10.73972602739726,Children,98
CondBeta,256.732834018881,10.73972602739726,Children,98
Vanilla,253.532985001581,20.687671232876713,Adults,99
EmoQ,253.533015001603,20.687671232876713,Adults,99
EmoBias,249.782759744319,20.687671232876713,Adults,99
EmoHier,252.787028723955,20.687671232876713,Adults,99
EmoAvg,255.532985989848,20.687671232876713,Adults,99
Cong,229.584495575949,20.687671232876713,Adults,99
Cond,228.150087042964,20.687671232876713,Adults,99
CongBeta,229.737190437094,20.687671232876713,Adults,99
CondBeta,228.297098356526,20.687671232876713,Adults,99
Vanilla,130.123864903793,20.312328767123287,Adults,100
EmoQ,172.749700735328,20.312328767123287,Adults,100
EmoBias,127.765135822517,20.312328767123287,Adults,100
EmoHier,132.902446706032,20.312328767123287,Adults,100
EmoAvg,145.526092945241,20.312328767123287,Adults,100
Cong,129.327223266671,20.312328767123287,Adults,100
Cond,131.247682362734,20.312328767123287,Adults,100
CongBeta,128.49508057241,20.312328767123287,Adults,100
CondBeta,130.231563971938,20.312328767123287,Adults,100
Vanilla,248.996647107617,10.38082191780822,Children,101
EmoQ,187.794043945406,10.38082191780822,Children,101
EmoBias,184.986283894479,10.38082191780822,Children,101
EmoHier,196.101172488793,10.38082191780822,Children,101
EmoAvg,189.867653083743,10.38082191780822,Children,101
Cong,235.311388399472,10.38082191780822,Children,101
Cond,237.22293518517,10.38082191780822,Children,101
CongBeta,231.220073154265,10.38082191780822,Children,101
CondBeta,232.879094944277,10.38082191780822,Children,101
Vanilla,252.409103208255,17.22739726027397,Adolescents,102
EmoQ,253.532989001603,17.22739726027397,Adolescents,102
EmoBias,253.221503173082,17.22739726027397,Adolescents,102
EmoHier,254.381211739208,17.22739726027397,Adolescents,102
EmoAvg,253.045703142432,17.22739726027397,Adolescents,102
Cong,253.297255643177,17.22739726027397,Adolescents,102
Cond,255.082000692655,17.22739726027397,Adolescents,102
CongBeta,253.940576445211,17.22739726027397,Adolescents,102
CondBeta,254.484735071282,17.22739726027397,Adolescents,102
Vanilla,213.099116950712,10.145205479452056,Children,103
EmoQ,228.677058472447,10.145205479452056,Children,103
EmoBias,222.449482940796,10.145205479452056,Children,103
EmoHier,228.818334154167,10.145205479452056,Children,103
EmoAvg,227.204693856115,10.145205479452056,Children,103
Cong,222.458326293189,10.145205479452056,Children,103
Cond,224.368930450282,10.145205479452056,Children,103
CongBeta,216.582354976957,10.145205479452056,Children,103
CondBeta,218.57923076195,10.145205479452056,Children,103
Vanilla,221.485315150313,10.084931506849315,Children,104
EmoQ,140.152672252045,10.084931506849315,Children,104
EmoBias,151.999795766651,10.084931506849315,Children,104
EmoHier,204.677605904703,10.084931506849315,Children,104
EmoAvg,146.59573910965,10.084931506849315,Children,104
Cong,187.015263887999,10.084931506849315,Children,104
Cond,168.350454522282,10.084931506849315,Children,104
CongBeta,187.570131790907,10.084931506849315,Children,104
CondBeta,169.259448435676,10.084931506849315,Children,104
Vanilla,132.990844049539,17.23835616438356,Adolescents,105
EmoQ,168.835901835564,17.23835616438356,Adolescents,105
EmoBias,143.08691173398,17.23835616438356,Adolescents,105
EmoHier,136.99084405735599,17.23835616438356,Adolescents,105
EmoAvg,147.812718898463,17.23835616438356,Adolescents,105
Cong,134.118514680455,17.23835616438356,Adolescents,105
Cond,118.645529973298,17.23835616438356,Adolescents,105
CongBeta,134.835259331471,17.23835616438356,Adolescents,105
CondBeta,121.416922950216,17.23835616438356,Adolescents,105
Vanilla,225.59801343757,12.115068493150686,Children,106
EmoQ,225.861679520212,12.115068493150686,Children,106
EmoBias,218.742303425034,12.115068493150686,Children,106
EmoHier,218.281152080495,12.115068493150686,Children,106
EmoAvg,227.582092094128,12.115068493150686,Children,106
Cong,170.317039683152,12.115068493150686,Children,106
Cond,172.281661748873,12.115068493150686,Children,106
CongBeta,170.121257511491,12.115068493150686,Children,106
CondBeta,172.121257511309,12.115068493150686,Children,106
Vanilla,67.5633401832754,18.361643835616437,Adults,107
EmoQ,98.0460980520417,18.361643835616437,Adults,107
EmoBias,77.4533832614869,18.361643835616437,Adults,107
EmoHier,66.7691811700037,18.361643835616437,Adults,107
EmoAvg,110.926708640013,18.361643835616437,Adults,107
Cong,69.9737172437139,18.361643835616437,Adults,107
Cond,65.6705414347518,18.361643835616437,Adults,107
CongBeta,69.7994212433233,18.361643835616437,Adults,107
CondBeta,71.1877184880918,18.361643835616437,Adults,107
Vanilla,193.160348896153,11.90958904109589,Children,108
EmoQ,226.468843900897,11.90958904109589,Children,108
EmoBias,211.713398102699,11.90958904109589,Children,108
EmoHier,197.160348899284,11.90958904109589,Children,108
EmoAvg,222.585375051615,11.90958904109589,Children,108
Cong,168.20693358089,11.90958904109589,Children,108
Cond,169.900003170244,11.90958904109589,Children,108
CongBeta,170.677327725009,11.90958904109589,Children,108
CondBeta,172.54761077325,11.90958904109589,Children,108
Vanilla,253.532985001581,8.202739726027398,Children,109
EmoQ,253.132688177278,8.202739726027398,Children,109
EmoBias,254.940234183297,8.202739726027398,Children,109
EmoHier,257.332844736113,8.202739726027398,Children,109
EmoAvg,255.104919164093,8.202739726027398,Children,109
Cong,257.532985001581,8.202739726027398,Children,109
Cond,259.011329983079,8.202739726027398,Children,109
CongBeta,257.012024791645,8.202739726027398,Children,109
CondBeta,258.84575924768,8.202739726027398,Children,109
Vanilla,253.486986607886,12.101369863013698,Children,110
EmoQ,252.495226393069,12.101369863013698,Children,110
EmoBias,254.500456201963,12.101369863013698,Children,110
EmoHier,256.191913034121,12.101369863013698,Children,110
EmoAvg,252.161577771752,12.101369863013698,Children,110
Cong,257.532985001581,12.101369863013698,Children,110
Cond,259.532985001581,12.101369863013698,Children,110
CongBeta,255.099637887175,12.101369863013698,Children,110
CondBeta,256.983534165828,12.101369863013698,Children,110
Vanilla,253.532985001581,10.2,Children,111
EmoQ,250.673364788043,10.2,Children,111
EmoBias,252.667865115559,10.2,Children,111
EmoHier,257.532969001604,10.2,Children,111
EmoAvg,252.25179392809,10.2,Children,111
Cong,257.532985001581,10.2,Children,111
Cond,259.532985001581,10.2,Children,111
CongBeta,256.65815776246,10.2,Children,111
CondBeta,258.809641291396,10.2,Children,111
Vanilla,253.532985001581,10.9013698630137,Children,112
EmoQ,253.532987001603,10.9013698630137,Children,112
EmoBias,255.532987001584,10.9013698630137,Children,112
EmoHier,256.766432002195,10.9013698630137,Children,112
EmoAvg,253.53497695908,10.9013698630137,Children,112
Cong,257.532985001581,10.9013698630137,Children,112
Cond,259.532985001581,10.9013698630137,Children,112
CongBeta,256.232271888997,10.9013698630137,Children,112
CondBeta,257.984443175301,10.9013698630137,Children,112
Vanilla,172.281349327217,17.345205479452055,Adolescents,113
EmoQ,204.280507049036,17.345205479452055,Adolescents,113
EmoBias,190.744847041419,17.345205479452055,Adolescents,113
EmoHier,218.35225766307,17.345205479452055,Adolescents,113
EmoAvg,214.746358646794,17.345205479452055,Adolescents,113
Cong,162.256167714737,17.345205479452055,Adolescents,113
Cond,162.938106958335,17.345205479452055,Adolescents,113
CongBeta,163.731966590216,17.345205479452055,Adolescents,113
CondBeta,163.613883765102,17.345205479452055,Adolescents,113
Vanilla,176.05757241267,18.106849315068494,Adults,114
EmoQ,165.498180003732,18.106849315068494,Adults,114
EmoBias,162.247826860913,18.106849315068494,Adults,114
EmoHier,177.565916266341,18.106849315068494,Adults,114
EmoAvg,162.763853081271,18.106849315068494,Adults,114
Cong,165.376438966231,18.106849315068494,Adults,114
Cond,164.742667256861,18.106849315068494,Adults,114
CongBeta,165.532038164885,18.106849315068494,Adults,114
CondBeta,166.407289316712,18.106849315068494,Adults,114
Vanilla,253.532985001581,11.07945205479452,Children,115
EmoQ,246.219283457392,11.07945205479452,Children,115
EmoBias,248.219256408493,11.07945205479452,Children,115
EmoHier,250.094289255027,11.07945205479452,Children,115
EmoAvg,249.564225774219,11.07945205479452,Children,115
Cong,251.794171126662,11.07945205479452,Children,115
Cond,253.497418339474,11.07945205479452,Children,115
CongBeta,252.696018757649,11.07945205479452,Children,115
CondBeta,249.066913424056,11.07945205479452,Children,115
Vanilla,206.926605048558,11.186301369863012,Children,116
EmoQ,215.422719273485,11.186301369863012,Children,116
EmoBias,172.244693891171,11.186301369863012,Children,116
EmoHier,204.304029161018,11.186301369863012,Children,116
EmoAvg,224.170682317809,11.186301369863012,Children,116
Cong,195.801231158905,11.186301369863012,Children,116
Cond,188.860943251473,11.186301369863012,Children,116
CongBeta,196.430864142368,11.186301369863012,Children,116
CondBeta,185.907517245995,11.186301369863012,Children,116
Vanilla,253.532985001581,17.934246575342467,Adolescents,117
EmoQ,243.339042793863,17.934246575342467,Adolescents,117
EmoBias,245.339042793878,17.934246575342467,Adolescents,117
EmoHier,255.411658844078,17.934246575342467,Adolescents,117
EmoAvg,245.339042793857,17.934246575342467,Adolescents,117
Cong,257.532985001581,17.934246575342467,Adolescents,117
Cond,253.815427260149,17.934246575342467,Adolescents,117
CongBeta,252.685333842884,17.934246575342467,Adolescents,117
CondBeta,254.371947999867,17.934246575342467,Adolescents,117
Vanilla,103.602771714813,19.167123287671235,Adults,118
EmoQ,105.312317827706,19.167123287671235,Adults,118
EmoBias,117.75318884774,19.167123287671235,Adults,118
EmoHier,127.031366802137,19.167123287671235,Adults,118
EmoAvg,136.210904035089,19.167123287671235,Adults,118
Cong,106.26412848465,19.167123287671235,Adults,118
Cond,92.3458531814075,19.167123287671235,Adults,118
CongBeta,98.3079961750406,19.167123287671235,Adults,118
CondBeta,87.6416824808954,19.167123287671235,Adults,118
Vanilla,64.7439721040206,19.46849315068493,Adults,119
EmoQ,182.778819595834,19.46849315068493,Adults,119
EmoBias,77.3895604895584,19.46849315068493,Adults,119
EmoHier,78.3020093421568,19.46849315068493,Adults,119
EmoAvg,125.502282746994,19.46849315068493,Adults,119
Cong,67.6907868677714,19.46849315068493,Adults,119
Cond,65.0736476644689,19.46849315068493,Adults,119
CongBeta,68.1794927800939,19.46849315068493,Adults,119
CondBeta,67.0428542625141,19.46849315068493,Adults,119
Vanilla,253.532985001581,8.038356164383561,Children,120
EmoQ,253.533017001603,8.038356164383561,Children,120
EmoBias,255.532990001584,8.038356164383561,Children,120
EmoHier,255.01396711243,8.038356164383561,Children,120
EmoAvg,252.603818609963,8.038356164383561,Children,120
Cong,242.493627004065,8.038356164383561,Children,120
Cond,244.430705115738,8.038356164383561,Children,120
CongBeta,242.493628124414,8.038356164383561,Children,120
CondBeta,244.436629831729,8.038356164383561,Children,120
Vanilla,247.295848777906,18.39178082191781,Adults,121
EmoQ,198.417174480871,18.39178082191781,Adults,121
EmoBias,185.317753867714,18.39178082191781,Adults,121
EmoHier,199.111157274642,18.39178082191781,Adults,121
EmoAvg,193.034946552857,18.39178082191781,Adults,121
Cong,220.807365183093,18.39178082191781,Adults,121
Cond,216.303043030588,18.39178082191781,Adults,121
CongBeta,218.620749745174,18.39178082191781,Adults,121
CondBeta,217.143574675212,18.39178082191781,Adults,121
