Model,BIC_Value,ExactAge,AgeGroup,StudyID
EmoHier,267.745578139194,12.227397260273971,Children,27
EmoAvg,265.104275164615,12.227397260273971,Children,27
Cong,270.304812405142,12.227397260273971,Children,27
Cond,275.497769256032,12.227397260273971,Children,27
CongBeta,266.262194212436,12.227397260273971,Children,27
CondBeta,271.450601983949,12.227397260273971,Children,27
Vanilla,230.715863289951,14.106849315068493,Adolescents,28
EmoQ,239.377647094174,14.106849315068493,Adolescents,28
EmoBias,237.94632186833,14.106849315068493,Adolescents,28
EmoHier,240.67641743241,14.106849315068493,Adolescents,28
EmoAvg,244.343571040325,14.106849315068493,Adolescents,28
Cong,231.862426538107,14.106849315068493,Adolescents,28
Cond,233.00755379979,14.106849315068493,Adolescents,28
CongBeta,232.173847957327,14.106849315068493,Adolescents,28
CondBeta,233.564001846098,14.106849315068493,Adolescents,28
Vanilla,259.918898703361,15.205479452054794,Adolescents,29
EmoQ,259.918900703383,15.205479452054794,Adolescents,29
EmoBias,264.192808230699,15.205479452054794,Adolescents,29
EmoHier,267.60014684533,15.205479452054794,Adolescents,29
EmoAvg,264.450420647537,15.205479452054794,Adolescents,29
Cong,267.023504575415,15.205479452054794,Adolescents,29
Cond,270.614288315237,15.205479452054794,Adolescents,29
CongBeta,266.927274387651,15.205479452054794,Adolescents,29
CondBeta,270.943726982813,15.205479452054794,Adolescents,29
Vanilla,259.918898703361,12.652054794520549,Children,30
EmoQ,259.918908703384,12.652054794520549,Children,30
EmoBias,265.111863554254,12.652054794520549,Children,30
EmoHier,270.304812405142,12.652054794520549,Children,30
EmoAvg,265.111856554254,12.652054794520549,Children,30
Cong,270.304812405142,12.652054794520549,Children,30
Cond,275.497769256032,12.652054794520549,Children,30
CongBeta,270.304812405142,12.652054794520549,Children,30
CondBeta,275.497257046861,12.652054794520549,Children,30
Vanilla,193.419666168994,14.41917808219178,Adolescents,31
EmoQ,211.484619079134,14.41917808219178,Adolescents,31
EmoBias,215.79577188219,14.41917808219178,Adolescents,31
EmoHier,204.461666967941,14.41917808219178,Adolescents,31
EmoAvg,196.564068016143,14.41917808219178,Adolescents,31
Cong,184.328461374362,14.41917808219178,Adolescents,31
Cond,187.354728896731,14.41917808219178,Adolescents,31
CongBeta,189.333608421472,14.41917808219178,Adolescents,31
CondBeta,192.53898676246,14.41917808219178,Adolescents,31
Vanilla,258.532604342241,13.868493150684932,Adolescents,32
EmoQ,248.236303286331,13.868493150684932,Adolescents,32
EmoBias,254.890868002098,13.868493150684932,Adolescents,32
EmoHier,250.97380651572,13.868493150684932,Adolescents,32
EmoAvg,251.523091246565,13.868493150684932,Adolescents,32
Cong,259.080965322695,13.868493150684932,Adolescents,32
Cond,259.996377629415,13.868493150684932,Adolescents,32
CongBeta,256.937153477449,13.868493150684932,Adolescents,32
CondBeta,260.774682727229,13.868493150684932,Adolescents,32
Vanilla,259.918898703361,11.178082191780822,Children,33
EmoQ,212.953073909269,11.178082191780822,Children,33
EmoBias,217.349795699916,11.178082191780822,Children,33
EmoHier,223.338987611054,11.178082191780822,Children,33
EmoAvg,217.998520142079,11.178082191780822,Children,33
Cong,235.949111609179,11.178082191780822,Children,33
Cond,241.142068460279,11.178082191780822,Children,33
CongBeta,235.94911374992,11.178082191780822,Children,33
CondBeta,241.142070599854,11.178082191780822,Children,33
Vanilla,259.918898703361,12.465753424657532,Children,34
EmoQ,251.114691114502,12.465753424657532,Children,34
EmoBias,257.007491638671,12.465753424657532,Children,34
EmoHier,260.545818513582,12.465753424657532,Children,34
EmoAvg,248.655838527357,12.465753424657532,Children,34
Cong,266.605425174303,12.465753424657532,Children,34
Cond,272.695195717079,12.465753424657532,Children,34
CongBeta,270.304812405142,12.465753424657532,Children,34
CondBeta,270.311369650017,12.465753424657532,Children,34
Vanilla,208.565356500409,8.704109589041096,Children,35
EmoQ,218.614821657785,8.704109589041096,Children,35
EmoBias,211.674918257169,8.704109589041096,Children,35
EmoHier,213.030273984823,8.704109589041096,Children,35
EmoAvg,215.297567364076,8.704109589041096,Children,35
Cong,215.43253376103,8.704109589041096,Children,35
Cond,215.220855661972,8.704109589041096,Children,35
CongBeta,217.43022232087,8.704109589041096,Children,35
CondBeta,220.927692037637,8.704109589041096,Children,35
Vanilla,259.918898703361,8.073972602739726,Children,36
EmoQ,259.478176343261,8.073972602739726,Children,36
EmoBias,264.798507575625,8.073972602739726,Children,36
EmoHier,269.211489322597,8.073972602739726,Children,36
EmoAvg,263.956061801703,8.073972602739726,Children,36
Cong,265.883444086324,8.073972602739726,Children,36
Cond,271.07640102831,8.073972602739726,Children,36
